	alamat	judul								1st glance	2nd glance
243	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	Masifkan Pemeriksaan Virus Corona, Gugus Tugas Masih Terus Datangkan Reagen								pos	
244	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	Pelaku Teror di Masjid Kalteng Positif Konsumsi Sabu								x	
245	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	Dikritik, TR Penunjukan Boy Jadi Kepala BNPT Keluar Sebelum Keppres								x	
246	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	Imbas Pandemi Covid-19, 12.758 WNI ABK Akan Pulang ke Tanah Air								neg	
247	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	Rencana Kedatangan 500 TKA China, PKS Nilai Pemerintah Tak Peka								x	
248	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	Pemerintah: Gotong Royong Lawan Covid-19, Juni Keadaan Bisa Lebih Baik								pos	
249	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	Pemerintah Apresiasi Gerakan Gotong Royong Masyarakat Hadapi Pandemi Covid-19								pos	
250	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	1.954 Pasien Sembuh dari Covid-19, Terbanyak di Lima Provinsi Ini								pos	
251	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	"Pemerintah Datangkan 1.500 ""Cartridge"" TCM-TB untuk Deteksi Covid-19"								pos	
252	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	Doni Monardo: Jangan Curi-curi Kesempatan untuk Mudik								net	
253	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	Perludem Pertanyakan Alasan Jokowi Belum Keluarkan Perppu Pilkada								x	
254	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	16 WNI di Rusia Dipulangkan, dari Mahasiswa hingga Terapis								x	
255	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=2	Saat Wabah Covid-19, Gagasan Rakyat Dapat Berhentikan Anggota DPR Muncul Lagi								net	
256	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	Doni Monardo Sebut RI Segera Produksi Alat Rapid Test								pos	
257	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	Hingga 4 Mei, 116.861 Spesimen Orang Telah Diperiksa Terkait Covid-19								pos	
258	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	UPDATE 4 Mei: ODP Covid-19 Jadi 238.178 dan PDP 24.020 Orang								net	
259	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	DPR Diminta Gunakan Hak Interpelasi Pertanyakan Perppu Penanganan Covid-19								net	
260	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	UPDATE 4 Mei: Tambah 19, Pasien Covid-19 Meninggal Jadi 864 Orang								neg	
261	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	UPDATE: 395 Kasus Baru Covid-19 di 16 Provinsi, Jabar Ada 193								neg	
262	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	UPDATE: Tambah 78, Pasien Sembuh Covid-19 Jadi 1.954 Orang								pos	
263	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	Tanggulangi Covid-19, Prabowo Bentuk Komponen Pertahanan Negara Bidang Kesehatan								pos	
264	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	UPDATE: Tambah 395, Total Ada 11.587 Kasus Covid-19 di Indonesia								neg	
265	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	Atas Laporan Luhut, Said Didu Tak Penuhi Panggilan Polri karena Sedang Karantina								x	
266	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	Pemerintah Akan Relaksasi PSBB, PPP: Tak Boleh Gegabah, Taruhannya Nyawa								net	
267	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	Ramadhan, Wapres Ajak Umat Islam Berdoa Memohon RI Bebas Covid-19								pos	
268	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	Arteria Dahlan Minta Najwa Shihab Minta Maaf ke DPR								x	
269	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	ICW Nilai Kartu Prakerja Rawan Dikorupsi dan Akan Jadi Program Sia-sia								x	
270	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=3	Soal Narapidana Asimilasi, Yasonna: Beri Mereka Kesempatan Kedua								x	
271	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Ketua MPR Minta Pemerintah Perbanyak Laboratorium Periksa Covid-19								pos	
272	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Lantik Dirjen Imigrasi, Yasonna Tak Mau Insiden Harun Masiku Terulang								x	
273	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Perppu 1/2020 Dinilai Mesti Dikoreksi karena Rawan Munculkan Korupsi								x	
274	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Setia Untung Arimuladi Dilantik sebagai Wakil Jaksa Agung								x	
275	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Pemerintah Klaim Laju Kasus Baru Covid-19 Turun 11 Persen								pos	
276	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Bercocok Tanam untuk Isi Waktu Luang, Perhatikan 5 Hal Ini...								x	
277	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Positif Covid-19, 6 WN India Peserta Jamaah Tabligh Dirawat di RS Pulau Galang								neg	
278	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Formappi: Bukan Kali Ini Saja DPR Gagal Tentukan Skala Prioritas Pembahasan RUU								x	
279	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Doni Monardo: Ada PSBB Berlebihan, Warung Tenda Dibubarkan Paksa								neg	
280	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Habiburokhman Jawab Kritik Najwa Shihab: Ini Serangan Balik...								x	
281	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Pemerintah: Sebelum Ada Vaksin, Kita Belum Terbebas dari Covid-19								neg	
282	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Jokowi Pertimbangkan Ganti Cuti Lebaran ke Akhir Juli								x	
283	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Yasonna Lantik Irjen Andap sebagai Inspektur Jenderal Kemenkumham								x	
284	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	DPR dan Pemerintah Diminta Fokus Tangani Covid-19								net	
285	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=4	Lantik Dirjen Pemasyarakatan dari Polri, Yasonna Minta Atasi Masalah Narkoba								x	
286	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Target Jokowi Tes PCR 10.000 Per Hari Belum Tercapai, Ini Sebabnya...								net	
287	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Bansos Terbatas, Masyarakat Mampu Diminta Tak Ambil meski Terdata sebagai Penerima								x	
288	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Hingga 4 Mei, RS Darurat Wisma Atlet Rawat 750 Pasien Positif Covid-19								net	
289	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Ketua MPR Minta Pemerintah Tak Buru-buru Relaksasi PSBB								pos	
290	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Belum Dalami Dugaan Peretasan, Polri Tunggu Laporan Pihak Tokopedia								x	
291	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Yasonna Lantik 3 Pejabat Kemenkumham, 2 di Antaranya Jenderal Polisi 								x	
292	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Momentum Berkebun di Rumah Saat Wabah Covid-19...								net	
293	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Meski Oposisi, PKS Tetap Kawal dan Jaga Pemerintahan Presiden Jokowi								x	
294	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Pemerintah Sebut Akan Ada Relaksasi PSBB, Ekonomi Harus Tetap Bergerak								pos	
295	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Presiden Jokowi: Pekan Ini Semua Harus Sudah Terima Bansos								x	
296	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Materi Realokasi Anggaran Kemendikbud Belum Lengkap, Komisi X Minta Rapat Kerja Ditunda								x	
297	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Pemerintah Beri Izin 500 TKA Masuk RI, PKS: Sangat Lukai Hati Rakyat								x	
298	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Menko PMK Minta Data Penerima Bansos Tak Ditahan-tahan, Bansos Harus Segera Turun								x	
299	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Presiden Jokowi Didesak Tolak Pembahasan Revisi UU MK								x	
300	https://indeks.kompas.com/?site=nasional&date=2020-05-4&page=5	Jokowi: Masih Ada Pasien Positif Covid-19 yang Kabur dari Rumah Sakit								neg	
301	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Jokowi Terbitkan Perppu soal Penundaan Pilkada, KPU Sambut Baik 								x	
302	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	KPK Setor Rp 355 Juta Uang Pengganti dari Mantan Wakil Ketua DPRD Sumut								x	
303	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Antisipasi Kekeringan, Pemerintah Ekstensifikasi Pertanian ke Kalimantan								x	
304	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Pemerintah: Meski Daerahnya Belum PSBB, Masyarakat Tetap Perlu Disiplin Cegah Covid-19 								pos	
305	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Menristek Sebut Vaksin Covid-19 Kemungkinan Ditemukan Awal Tahun 2021								pos	
306	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Pemerintah Ingatkan Masyarakat Tak Diskriminasi Pasien Positif Covid-19								net	
307	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Rabu Besok, KPU Bahas Perppu Penundaan Pilkada Lewat Rapat Pleno								x	
308	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Pemerintah: Kami Harap, pada Agustus Nanti Kita Bisa Jalankan Kehidupan Lebih Baik 								x	
309	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Bareskrim Akan Layangkan Panggilan Kedua untuk Said Didu								x	
310	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Rachmad Gobel: RUU Cipta Kerja Jangan Hanya Bicara Lapangan Kerja...								x	
311	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Rp 5,6 Triliun untuk Pelatihan Daring Prakerja Diambil dari Paket Stimulus Ekonomi III								x	
312	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Jokowi Teken Perppu 2/2020, Pilkada Ditunda Desember								x	
313	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Politikus PKS Minta Kartu Prakerja Disetop, Ini Alasannya...								x	
314	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Relawan Indonesia Bersatu Lawan Covid-19 Klaim Telah Bagikan 20.000 Paket Sembako								pos	
315	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=1	Ombudsman Usul Bantuan Covid-19 Dinaikkan Jadi Rp 1.500.000 Per Bulan								pos	
316	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	Komisi VII Kembali Desak Menristek Percepat Program Konsorsium Penanganan Covid-19								pos	
317	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	KPK Dorong APIP Awasi Anggaran Penanganan Covid-19								pos	
318	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	MK: Obyek Gugatan Hilang jika Perppu 1/2020 Ditetapkan Jadi UU								x	
319	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	Pertumbuhan Ekonomi RI 2,97 Persen, Menko Airlangga Nilai Masih Positif								x	
320	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	Kepala BNPB Tunjuk Kapusdatinkom Baru, Gantikan Agus Wibowo								x	
321	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	Angka Pasien Sembuh 5 Mei Tertinggi Sejak Kasus Pertama Covid-19								pos	
322	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	Jubir Pemerintah: Kasus Covid-19 Sudah Mulai Bisa Kita Kendalikan								pos	
323	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	Bawaslu: Larangan dan Sanksi Kepala Daerah Politisasi Bansos Terkendala Regulasi								x	
324	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	Yurianto: Masyarakat Harus Berjuang Jangan Sampai Tertular Covid-19 								net	
325	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	UPDATE 5 Mei: Sebaran 484 Kasus Baru Covid-19, Terbanyak di DKI Jakarta								net	
326	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	Rapat Paripurna DPR Diwarnai Kritik atas Didatangkannya 500 TKA China								x	
327	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	UPDATE 5 Mei: 121.547 Spesimen dari 88.924 Orang Diperiksa dengan Metode PCR								net	
328	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	484 Kasus pada Selasa Ini Catat Penambahan Pasien Covid-19 Tertinggi								neg	
329	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	Ketua Fraksi PKB DPR: Didi Kempot Seniman Tradisi yang Konsisten... 								x	
330	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=2	DPR: Anggaran Reses Dapat Digunakan untuk Sembako Warga								x	
331	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	UPDATE 5 Mei: ODP 239.226 Orang, PDP Jadi 26.408 Orang								net	
332	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	Bawaslu Minta Kepala Daerah Tak Politisasi Bantuan Covid-19								net	
333	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	Catatan ICW atas RUU Cipta Kerja, Potensi Pembajakan SDA oleh Sektor Privat								x	
334	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	UPDATE 5 Mei: Pasien Meninggal akibat Covid-19 Kini 872 Orang								neg	
335	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	KPK Dalami Laporan MAKI soal Dugaan Korupsi Kartu Prakerja								x	
336	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	UPDATE 5 Mei: Tambah 243 Orang, Pasien Covid-19 yang Sembuh Jadi 2.197 Orang								pos	
337	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	Bawaslu Ungkap Tiga Modus Kepala Daerah Politisasi Bansos Covid-19								neg	
338	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	Komnas HAM Minta Jokowi Segera Terbitkan Perppu Pilkada								x	
339	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	PAN Targetkan Tiga Besar di Pemilu 2024								x	
340	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	Bansos Covid-19 Rawan Dipolitisasi Kepala Daerah, Ini Usulan Ombudsman								net	
341	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	UPDATE: 703 WNI Positif Covid-19 di Luar Negari, 314 Sembuh									
342	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	Kementerian PPPA Terbitkan Protokol Lindungi Anak dari Covid-19									
343	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	UPDATE: Kini Ada 12.071 Kasus Covid-19 di Indonesia, Bertambah 484									
344	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	Perjuangan di Era Covid-19, Semangat Kewilayahan demi Kepentingan Nasional									
345	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=3	Tagar #GoodByeSandiagaUno Sempat Trending di Twitter, Ini Kata Relawan									
346	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	Kunjungi Depok, Mendagri Tito Terima Sejumlah Laporan Terkait Penerapan PSBB									
347	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	Hotel Tutup, 22 Mahasiswa Magang Dipulangkan dari Hongkong									
348	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	2,7 Juta Petani Terdampak Covid-19 Akan Diberi BLT									
349	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	Rapat Paripurna DPR Dihadiri 280 Anggota secara Virtual dan 38 Fisik									
350	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	Mendagri Minta Pemda Gerakkan Masyarakat Bergotong Royong Lawan Covid-19									
351	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	DPR Setuju Perppu Penanganan Covid-19 Jadi UU, Uji Materi di MK Terus Berjalan									
352	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	Wabah Covid-19, Mendagri Minta Pemda Tangani Sektor Kesehatan dan Ekonomi secara Bersamaan									
353	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	Menristek Minta Kemenkes Relaksasi Syarat Produksi dan Uji Alkes demi Atasi Covid-19									
354	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	RS Khusus Covid-19 Pulau Galang Tangani 17 Pasien Positif Corona									
355	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	PAN Usulkan Pemerintah Subsidi Perusahaan Agar Tak Ada PHK									
356	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	Duduk Perkara Sandiaga Uno Bersama Relawan Jokowi Mania Bagikan Sembako di Bantargebang									
357	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	Laporan Menko Airlangga ke Jokowi: Harga dan Stok Bahan Pangan Terkendali di Bulan Ramadhan									
358	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	RSD Covid-19 Wisma Atlet Kemayoran Tangani 1.077 Pasien									
359	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	Gugus Tugas Jelaskan 3 Tes Deteksi Covid-19...									
360	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=4	Perppu 1/2020 Bakal Disetujui sebagai UU, Pengawasan Pengelolaan Anggaran Diprediksi Jadi Sulit									
361	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=5	Pemerintah Akan Relaksasi PSBB, Zulkifli Hasan: Hati-hati									
362	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=5	Mendagri Sebut PSBB di Depok Jadi Kunci Keberhasilan DKI Jakarta Lawan Corona									
363	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=5	Hanafi Rais Mundur dari Kepengurusan PAN dan Keanggotaan DPR									
364	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=5	Ajukan Kasasi, KPK Yakin Romahurmuziy Terima Suap Rp 255 Juta									
365	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=5	Zulkifli Hasan Buka Rakernas I PAN Lewat Video Konferensi									
366	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=5	"Momen Jokowi Jadi ""Sobat Ambyar"", Panggung Istana hingga Konser Amal Didi Kempot"									
367	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=5	"""Kalau DPR Tidak Benar, Wajar Dong Publik Kritik..."""									
368	https://indeks.kompas.com/?site=nasional&date=2020-05-5&page=5	Nurhadi Disebut Berpindah-pindah Masjid, Kuasa Hukum Mengaku Tak Tahu									
